PMID,title,abstract,adverse_observed,treatment_safety,risk_factor,drug_effect,animal_model
28433211,Adverse Events During a Randomized Trial of Ketamine Versus Co-Administration of Ketamine and Propofol for Procedural Sedation in a Pediatric Emergency Department.,"The co-administration of ketamine and propofol (CoKP) is thought to maximize the beneficial profile of each medication, while minimizing the respective adverse effects of each medication. Our objective was to compare adverse events between ketamine monotherapy (KM) and CoKP for procedural sedation and analgesia (PSA) in a pediatric emergency department (ED). This was a prospective, randomized, single-blinded, controlled trial of KM vs. CoKP in patients between 3 and 21 years of age. The attending physician administered either ketamine 1 mg/kg i.v. or ketamine 0.5 mg/kg and propofol 0.5 mg/kg i.v. The physician could administer up to three additional doses of ketamine (0.5 mg/kg/dose) or ketamine/propofol (0.25 mg/kg/dose of each). Adverse events (e.g., respiratory events, cardiovascular events, unpleasant emergence reactions) were recorded. Secondary outcomes included efficacy, recovery time, and satisfaction scores. Ninety-six patients were randomized to KM and 87 patients were randomized to CoKP. There was no difference in adverse events or type of adverse event, except nausea was more common in the KM group. Efficacy of PSA was higher in the KM group (99%) compared to the CoKP group (90%). Median recovery time was the same. Satisfaction scores by providers, including nurses, were higher for KM, although parents were equally satisfied with both sedation regimens. We found no significant differences in adverse events between the KM and CoKP groups. While CoKP is a reasonable choice for pediatric PSA, our study did not demonstrate an advantage of this combination over KM.",1,0,0,0,0
37824028,Adverse Drug Reactions to Opioids: A Study in a National Pharmacovigilance Database.,"Opioids are commonly used as analgesics; however, like any medicine, they can produce adverse drug reactions (ADRs), including nausea, constipation, dependence, and respiratory depression, that result in harmful and fatal events. Therefore, it is essential to monitor the safety of these drugs in clinical practice. This study aimed to characterize the safety profile of opioids by conducting a descriptive study based on a spontaneous reporting system (SRS) for ADRs in The Netherlands, focusing on abuse, misuse, medication errors, and differences between sexes. Reports submitted to the Netherlands Pharmacovigilance Centre Lareb from January 2003 to December 2021 with an opioid drug as the suspected/interacting medicine were analyzed. Reporting odds ratios (RORs) for drug-ADR combinations were calculated, analyzed, and corrected for sex and drug utilization (expenditure) for the Dutch population. A total of 8769 reports were analyzed. Tramadol was the opioid with the most reports during the period (n = 2746), while oxycodone or tramadol had the highest number of reports per year in the study period. The most reported ADRs from opioid use were nausea, followed by dizziness and vomiting, independent of sex, and all of them were more often reported in women. Vomiting associated with tramadol (ROR females/males = 2.17) was significantly higher in women. Buprenorphine was responsible for most ADRs when corrected for expenditure, with high RORs observed with application site hypersensitivity, application site reaction, and application site rash. Fentanyl gave rise to most of the reports of ADRs concerning abuse, misuse, and medication errors. Patients treated with opioids experienced ADRs, primarily nausea, dizziness, and vomiting. For those groups of drugs, no significant differences were found between the sexes, except for the vomiting associated with tramadol. In general, ADRs related to opioids presented higher RORs when uncorrected and corrected for sexes and expenditure than other drugs. There was more disproportionate reporting for ADRs concerning abuse, misuse, and medication errors for opioids than other drugs in the Dutch SRS.",1,0,0,0,0
38854273,"Causality, Severity, Preventability and Predictability Assessments Scales for Adverse Drug Reactions: A Review.","The pharmacovigilance program of India (PvPI), after its inception, has been reliably acquiring force in bringing issues to light among the masses, healthcare professionals, the pharma industry, and clinical staff at hospitals. Adverse drug reactions are unintended events that occur after exposure to a drug, biological product, or medical device, and they may result in morbidity and mortality. It is critical to monitor the safety of drugs during the post-marketing phase to find long-term and rare ADRs, as well as ADRs in special populations and patients with co-morbidities that are not usually included during clinical trials. The definitive objective of pharmacovigilance is to collate data and analyze it. Assessing the causality between ADRs and drugs is necessary to decrease the occurrence of ADRs and to reduce the risk of drug-related ADRs. ADRs may lead to increased morbidity, increased hospital stays, and increased cost of treatment, resulting in compromised patient safety. Causality assessment is the evaluation of the likelihood that a particular treatment is the cause of an observed adverse event and establishing a causal association between a drug and a drug reaction is necessary to prevent further recurrences. Numerous methods available for establishing a causal association between the drug and adverse events have been broadly classified into clinical judgment or global introspection, algorithms, and probabilistic methods. These include the Swedish method, World Health Organization-Uppsala Monitoring Centre (WHO-UMC) scale, Naranjo's algorithm, Kramer algorithm, Jones algorithm, Karch algorithm, Bégaud algorithm, Adverse Drug Reactions Advisory Committee guidelines, Bayesian Adverse Reaction Diagnostic Instrument, and so on. Despite various methods available, none of the causality assessment tools have been universally accepted as the gold standard. Naranjo's algorithm and WHO-UMC scales are, however, the most commonly used. Similarly, for preventability and severity assessment of ADRs, the Schumock and Thornton scale and Hartwig and Siegel's scale are most commonly used. Hence, we reviewed different tools and methods available to assess the causality, preventability, and severity of ADRs.",1,0,0,0,0
37948080,Adverse Event Reporting in Randomized Clinical Trials for Multiple Myeloma.,"Cancer treatment can result in burdensome toxic effects that profoundly affect patient quality of life. In seeking to emphasize the efficacy of tested treatments, clinical trial reports may use subjective or minimizing terms to describe adverse events (AEs). To evaluate patterns of AE reporting in multiple myeloma (MM) randomized clinical trials (RCTs) published between 2015 and early 2023. For this cohort study, the PubMed, Embase, and Cochrane Central Register of Controlled Trials databases were searched to assess the prevalence of minimizing terms in MM RCTs published between January 1, 2015, and March 1, 2023. Minimizing terms were defined as subjective terms used to favorably describe the safety profile of the intervention. The terms searched included convenient, manageable, acceptable, expected, well-tolerated, tolerable, favorable, and safe. Final data analysis was performed on July 21, 2023. The primary outcome was the occurrence of at least 1 minimizing term in an article. Univariate logistic regression analyses were performed to evaluate the association between the presence of at least 1 minimizing term and the actual incidence of grade 3 or 4 AEs, serious AEs, or grade 5 AEs. Of the 65 RCTs included, 56 (86%) used minimizing terms when describing treatment-emergent AEs. The most frequently used minimizing terms were well-tolerated or tolerable in 29 trials (45%), manageable in 18 (28%), and acceptable in 16 (25%). Grade 3 or 4 AE rate in the examined RCTs ranged from 23% to 94%, with a median of 75% (IQR, 59%-82%). A univariate regression analysis demonstrated no association between the use of minimizing terms and grade 3 or 4 AE rates (odds ratio [OR], 1.35 [95% CI, 0.88-2.10] per 10% AE rate increase; P = .17) or grade 5 AE rates (OR, 3.16 [95% CI, 0.27-12.7] per 10% AE rate increase; P = .45). These findings suggest that trial investigators and sponsors regularly use minimizing terms to describe toxic effects in MM trials, and use of this terminology may not reflect actual AE rates in these studies. Instead of using these terms, trial investigators should highlight event rates and patient-reported outcomes, to allow clinicians and patients to better evaluate the true tolerability of AEs.",1,0,0,0,0
35788071,"Adverse drug reactions, multimorbidity and polypharmacy: a prospective analysis of 1 month of medical admissions.","To ascertain the burden and associated cost of adverse drug reactions (ADRs), polypharmacy and multimorbidity through a prospective analysis of all medical admissions to a large university teaching hospital over a 1-month period. Prospective observational study. Liverpool University Hospital Foundation National Health Service (NHS) Trust, England. All medical admissions with greater than 24-hour stay over a 1-month period. Prevalence of admissions due to an ADR and associated mortality, prevalence and association of multimorbidity and polypharmacy with ADRs, and estimated local financial cost of admissions where an ADR was a contributing or main reason for admission with projected costs for NHS in England. There were 218 identified patient admissions with an ADR giving a prevalence of 18.4%. The majority of these (90.4%) were ADRs that directly resulted in or contributed to admission. ADRs thus accounted for 16.5% of total admissions. Those with an ADR were on average taking more medicines (10.5 vs 7.8, p<0.01) and had more comorbidities than those without an ADR (6.1 vs 5.2, p<0.01). Drugs most commonly implicated were diuretics, steroid inhalers, anticoagulants and antiplatelets, proton pump inhibitors, chemotherapeutic agents and antihypertensives. 40.4% of ADRs were classified avoidable or possibly avoidable. The mortality rate due to an ADR was 0.34%. The average length of stay for those with an ADR was 6 days. Direct 1-month cost to the Trust from ADR admissions was £490 716. Extrapolated nationally, the projected annual cost to the NHS in England is 2.21 billion. The local prevalence of admission and mortality from ADRs is higher than previously reported. Important factors that could be contributing to this include polypharmacy and multimorbidity. ADRs place a significant burden on patients and healthcare services with associated financial implications. Reducing inappropriate polypharmacy should be a major aim for preventing ADRs.",1,0,0,0,0
27016266,Adverse drug event reporting systems: a systematic review.,"Adverse drug events (ADEs) are harmful and unintended consequences of medications. Their reporting is essential for drug safety monitoring and research, but it has not been standardized internationally. Our aim was to synthesize information about the type and variety of data collected within ADE reporting systems. We developed a systematic search strategy, applied it to four electronic databases, and completed an electronic grey literature search. Two authors reviewed titles and abstracts, and all eligible full-texts. We extracted data using a standardized form, and discussed disagreements until reaching consensus. We synthesized data by collapsing data elements, eliminating duplicate fields and identifying relationships between reporting concepts and data fields using visual analysis software. We identified 108 ADE reporting systems containing 1782 unique data fields. We mapped them to 33 reporting concepts describing patient information, the ADE, concomitant and suspect drugs, and the reporter. While reporting concepts were fairly consistent, we found variability in data fields and corresponding response options. Few systems clarified the terminology used, and many used multiple drug and disease dictionaries such as the Medical Dictionary for Regulatory Activities (MedDRA). We found substantial variability in the data fields used to report ADEs, limiting the comparability of ADE data collected using different reporting systems, and undermining efforts to aggregate data across cohorts. The development of a common standardized data set that can be evaluated with regard to data quality, comparability and reporting rates is likely to optimize ADE data and drug safety surveillance.",1,0,0,0,0
34222847,Nitazoxanide superiority to placebo to treat moderate COVID-19 - A Pilot prove of concept randomized double-blind clinical trial.,"The absence of specific antivirals to treat COVID-19 leads to the repositioning of candidates' drugs. Nitazoxanide (NTZ) has a broad antiviral effect. This was a randomized, double-blind pilot clinical trial comparing NTZ 600 mg BID versus Placebo for seven days among 50 individuals (25 each arm) with SARS-COV-2 RT-PCR+ (PCR) that were hospitalized with mild respiratory insufficiency from May 20<sup>th</sup>, 2020, to September 21<sup>st</sup>, 2020 (ClinicalTrials.gov NCT04348409). Clinical and virologic endpoints and inflammatory biomarkers were evaluated. A five-point scale for disease severity (SSD) was used. Two patients died in the NTZ arm compared to 6 in the placebo arm (<i>p</i> = 0.564). NTZ was superior to placebo when considering SSD (<i>p</i> < 0001), the mean time for hospital discharge (6.6 vs. 14 days, <i>p</i> = 0.021), and negative PCR at day 21 (<i>p</i> = 0.035), whereas the placebo group presented more adverse events (<i>p</i> = 0.04). Among adverse events likely related to the study drug, 14 were detected in the NTZ group and 22 in placebo (<i>p</i> = 0.24). Among the 30 adverse events unlikely related, 21 occurred in the placebo group (<i>p</i> = 0.04). A decrease from baseline was higher in the NTZ group for d-Dimer (<i>p</i> = 0.001), US-RCP (<i>p</i> < 0.002), TNF (<i>p</i> < 0.038), IL-6 (<i>p</i> < 0.001), IL-8 (<i>p</i> = 0.014), HLA DR. on CD4<sup>+</sup> <i>T</i> lymphocytes (<i>p</i> < 0.05), CD38 in CD4<sup>+</sup> and CD8<sup>+</sup> <i>T</i> (both <i>p</i> < 0.05), and CD38 and HLA-DR. on CD4+ (<i>p</i> < 0.01). Compared to placebo in clinical and virologic outcomes and improvement of inflammatory outcomes, the superiority of NTZ warrants further investigation of this drug for moderate COVID-19 in larger clinical trials. A higher incidence of adverse events in the placebo arm might be attributed to COVID-19 related symptoms.",1,0,0,0,0
23602344,"Adverse event assessment, analysis, and reporting in recent published analgesic clinical trials: ACTTION systematic review and recommendations.","The development of valid and informative treatment risk-benefit profiles requires consistent and thorough information about adverse event (AE) assessment and participants' AEs during randomized controlled trials (RCTs). Despite a 2004 extension of the Consolidated Standards of Reporting Trials (CONSORT) statement recommending the specific AE information that investigators should report, there is little evidence that analgesic RCTs adequately adhere to these recommendations. This systematic review builds on prior recommendations by describing a comprehensive checklist for AE reporting developed to capture clinically important AE information. Using this checklist, we coded AE assessment methods and reporting in all 80 double-blind RCTs of noninvasive pharmacologic treatments published in the European Journal of Pain, Journal of Pain, and PAIN® from 2006 to 2011. Across all trials, reports of AEs were frequently incomplete, inconsistent across trials, and, in some cases, missing. For example, >40% of trials failed to report any information on serious adverse events. Trials of participants with acute or chronic pain conditions and industry-sponsored trials typically provided more and better-quality AE data than trials involving pain-free volunteers or trials that were not industry sponsored. The results of this review suggest that improved AE reporting is needed in analgesic RCTs. We developed an ACTTION (Analgesic, Anesthetic, and Addiction Clinical Trial Translations, Innovations, Opportunities, and Networks) AE reporting checklist that is intended to assist investigators in thoroughly and consistently capturing and reporting these critically important data in publications.",1,0,0,0,0
32998522,"Adverse event load, onset, and maximum grade: A novel method of reporting adverse events in cancer clinical trials.","Current adverse event reporting practices do not document longitudinal characteristics of adverse effects, and alternative methods are not easily interpretable and have not been employed by clinical trials. Introducing time parameters in the evaluation of safety that are comprehensive yet easily interpretable could allow for a better understanding of treatment quality. In this study, we developed and applied a novel adverse event reporting method based on longitudinal adverse event changes to aid describing, summarizing, and presenting adverse event profile. We termed it the ""Adverse Event Load, Onset, and Maximum Grade"" method. We developed two adverse event summary metrics to complement the traditional maximum grade report. Onset time indicates the time period in which the maximum grade for a specific adverse event occurred and was defined as ""early"" (i.e. maximum grade happened for the first time before 6 weeks) or ""late"" (i.e. after the 6<sup>th</sup> week). Adverse event load indicates the overall severity of a specific adverse event over the entire treatment. Higher adverse event load indicates a worse overall experience. These metrics can be calculated for adverse events with different maximum grades, in treatments with planned changes (e.g. dosage changes), using data sets with different number of adverse event data points between treatments (e.g. treatments with longer cycle lengths may have less adverse event data points) and on data sets with different adverse event data availability (e.g. cycle basis and patient-outcome reports). We tested the utility of this method using individual patient data from two major backbone therapies (""Irinotecan"" and ""Oxaliplatin"") from the N9741 trial available in the Fondation ARCAD database (fondationarcad.org). We investigated profiles of diarrhea, neutropenia/leukopenia, and nausea/vomiting. Our method provided additional information compared to traditional adverse event reports. For example, for nausea/vomiting, while patients in Irinotecan had a higher risk of experiencing maximum grade 3-4 (15.6% vs 7.6%, respectively; p < 0.001), patients in both groups experienced similar severity over time (adverse effect load = 0.102 and 0.096, respectively; p = 0.26), suggesting that patients in Oxaliplatin experienced a lower-grade but more persistent nausea/vomiting. For neutropenia/leukopenia, more patients in Irinotecan experienced their maximum grade for the first time early in the treatment compared to patients in Oxaliplatin (67.9% vs 41.7%; p < 0.001), regardless of maximum grade. Longitudinal information can help compare treatments or guide clinicians on choosing appropriate interventions for low-grade but persistent adverse event or early adverse event onset. We developed an adverse event reporting method that provides clinically relevant information about treatment toxicity by incorporating two longitudinal adverse event metrics to the traditional maximum grade approach. Future research should establish clinical benchmarks for metrics included in this adverse event reporting method.",1,0,0,0,0
39230883,Adverse Events in Studies of Classic Psychedelics: A Systematic Review and Meta-Analysis.,"A clear and comprehensive understanding of risks associated with psychedelic-assisted therapy is necessary as investigators extend its application to new populations and indications. To assess adverse events (AEs) associated with classic psychedelics, particularly serious AEs (SAEs) and nonserious AEs (NSAEs) requiring medical or psychiatric evaluation. The search for potentially eligible studies was conducted in the Scopus, MEDLINE, PsycINFO, and Web of Science databases from inception through February 8, 2024. Two independent reviewers screened articles of classic psychedelics (lysergic acid diethylamide [LSD], psilocybin, dimethyltryptamine [DMT], and 5-methoxy-N,N-dimethyltryptamine [5-MeO-DMT]) involving administration in clinical or research contexts. AE data were extracted and synthesized by 2 reviewers and were used for random-effects meta-analysis of AE frequency and heterogeneity. Risk of bias assessment focused on AE ascertainment (eg, systematic assessment and quality of follow-up). A hybrid approach was used for capture of all reported AEs following high-dose classic psychedelic exposure and confirmatory capture of AEs of special interest, including suicidality, psychotic disorder, manic symptoms, cardiovascular events, and hallucinogen persisting perception disorder. AEs were stratified by timescale and study population type. Forest plots of common AEs were generated, and the proportions of participants affected by SAEs or NSAEs requiring medical intervention were summarized descriptively. A total of 214 unique studies were included, of which 114 (53.3%) reported analyzable AE data for 3504 total participants. SAEs were reported for no healthy participants and for approximately 4% of participants with preexisting neuropsychiatric disorders; among these SAEs were worsening depression, suicidal behavior, psychosis, and convulsive episodes. NSAEs requiring medical intervention (eg, paranoia, headache) were similarly rare. In contemporary research settings, there were no reports of deaths by suicide, persistent psychotic disorders, or hallucinogen persisting perception disorders following administration of high-dose classic psychedelics. However, there was significant heterogeneity in the quality of AE monitoring and reporting. Of 68 analyzed studies published since 2005, only 16 (23.5%) described systematic approaches to AE assessment, and 20 studies (29.4%) reported all AEs, as opposed to only adverse drug reactions. Meta-analyses of prevalence for common AEs (eg, headache, anxiety, nausea, fatigue, and dizziness) yielded comparable results for psilocybin and LSD. In this systematic review and meta-analysis, classic psychedelics were generally well tolerated in clinical or research settings according to the existing literature, although SAEs did occur. These results provide estimates of common AE frequencies and indicate that certain catastrophic events reported in recreational or nonclinical contexts have yet to be reported in contemporary trial participants. Careful, ongoing, and improved pharmacovigilance is required to understand the risk and benefit profiles of these substances and to communicate such risks to prospective study participants and the public.",1,0,0,0,0
35819424,"Trends in Adverse Event Rates in Hospitalized Patients, 2010-2019.","Patient safety is a US national priority, yet lacks a comprehensive assessment of progress over the past decade. To determine the change in the rate of adverse events in hospitalized patients. This serial cross-sectional study used data from the Medicare Patient Safety Monitoring System from 2010 to 2019 to assess in-hospital adverse events in patients. The study included 244 542 adult patients hospitalized in 3156 US acute care hospitals across 4 condition groups from 2010 through 2019: acute myocardial infarction (17%), heart failure (17%), pneumonia (21%), and major surgical procedures (22%); and patients hospitalized from 2012 through 2019 for all other conditions (22%). Adults aged 18 years or older hospitalized during each included calendar year. Information on adverse events (abstracted from medical records) included 21 measures across 4 adverse event domains: adverse drug events, hospital-acquired infections, adverse events after a procedure, and general adverse events (hospital-acquired pressure ulcers and falls). The outcomes were the total change over time for the observed and risk-adjusted adverse event rates in the subpopulations. The study sample included 190 286 hospital discharges combined in the 4 condition-based groups of acute myocardial infarction, heart failure, pneumonia, and major surgical procedures (mean age, 68.0 [SD, 15.9] years; 52.6% were female) and 54 256 hospital discharges for the group including all other conditions (mean age, 57.7 [SD, 20.7] years; 59.8% were female) from 3156 acute care hospitals across the US. From 2010 to 2019, the total change was from 218 to 139 adverse events per 1000 discharges for acute myocardial infarction, from 168 to 116 adverse events per 1000 discharges for heart failure, from 195 to 119 adverse events per 1000 discharges for pneumonia, and from 204 to 130 adverse events per 1000 discharges for major surgical procedures. From 2012 to 2019, the rate of adverse events for all other conditions remained unchanged at 70 adverse events per 1000 discharges. After adjustment for patient and hospital characteristics, the annual change represented by relative risk in all adverse events per 1000 discharges was 0.94 (95% CI, 0.93-0.94) for acute myocardial infarction, 0.95 (95% CI, 0.94-0.96) for heart failure, 0.94 (95% CI, 0.93-0.95) for pneumonia, 0.93 (95% CI, 0.92-0.94) for major surgical procedures, and 0.97 (95% CI, 0.96-0.99) for all other conditions. The risk-adjusted adverse event rates declined significantly in all patient groups for adverse drug events, hospital-acquired infections, and general adverse events. For patients in the major surgical procedures group, the risk-adjusted rates of events after a procedure declined significantly. In the US between 2010 and 2019, there was a significant decrease in the rates of adverse events abstracted from medical records for patients admitted for acute myocardial infarction, heart failure, pneumonia, and major surgical procedures and there was a significant decrease in the adjusted rates of adverse events between 2012 and 2019 for all other conditions. Further research is needed to understand the extent to which these trends represent a change in patient safety.",1,0,0,0,0
37121802,Serious adverse events following mRNA vaccination in randomized trials in adults.,,1,0,0,0,0
27649528,Reporting of Adverse Events in Published and Unpublished Studies of Health Care Interventions: A Systematic Review.,"We performed a systematic review to assess whether we can quantify the underreporting of adverse events (AEs) in the published medical literature documenting the results of clinical trials as compared with other nonpublished sources, and whether we can measure the impact this underreporting has on systematic reviews of adverse events. Studies were identified from 15 databases (including MEDLINE and Embase) and by handsearching, reference checking, internet searches, and contacting experts. The last database searches were conducted in July 2016. There were 28 methodological evaluations that met the inclusion criteria. Of these, 9 studies compared the proportion of trials reporting adverse events by publication status. The median percentage of published documents with adverse events information was 46% compared to 95% in the corresponding unpublished documents. There was a similar pattern with unmatched studies, for which 43% of published studies contained adverse events information compared to 83% of unpublished studies. A total of 11 studies compared the numbers of adverse events in matched published and unpublished documents. The percentage of adverse events that would have been missed had each analysis relied only on the published versions varied between 43% and 100%, with a median of 64%. Within these 11 studies, 24 comparisons of named adverse events such as death, suicide, or respiratory adverse events were undertaken. In 18 of the 24 comparisons, the number of named adverse events was higher in unpublished than published documents. Additionally, 2 other studies demonstrated that there are substantially more types of adverse events reported in matched unpublished than published documents. There were 20 meta-analyses that reported the odds ratios (ORs) and/or risk ratios (RRs) for adverse events with and without unpublished data. Inclusion of unpublished data increased the precision of the pooled estimates (narrower 95% confidence intervals) in 15 of the 20 pooled analyses, but did not markedly change the direction or statistical significance of the risk in most cases. The main limitations of this review are that the included case examples represent only a small number amongst thousands of meta-analyses of harms and that the included studies may suffer from publication bias, whereby substantial differences between published and unpublished data are more likely to be published. There is strong evidence that much of the information on adverse events remains unpublished and that the number and range of adverse events is higher in unpublished than in published versions of the same study. The inclusion of unpublished data can also reduce the imprecision of pooled effect estimates during meta-analysis of adverse events.",1,0,0,0,0
29685700,Randomized clinical trials and observational studies in the assessment of drug safety.,"Randomized clinical trials are considered as the preferred design to assess the potential causal relationships between drugs or other medical interventions and intended effects. For this reason, randomized clinical trials are generally the basis of development programs in the life cycle of drugs and the cornerstone of evidence-based medicine. Instead, randomized clinical trials are not the design of choice for the detection and assessment of rare, delayed and/or unexpected effects related to drug safety. Moreover, the highly homogeneous populations resulting from restrictive eligibility criteria make randomized clinical trials inappropriate to describe comprehensively the safety profile of drugs. In that context, observational studies have a key added value when evaluating the benefit-risk balance of the drugs. However, observational studies are more prone to bias than randomized clinical trials and they have to be designed, conducted and reported judiciously. In this article, we discuss the strengths and limitations of randomized clinical trials and of observational studies, more particularly regarding their contribution to the knowledge of medicines' safety profile. In addition, we present general recommendations for the sensible use of observational data.",1,0,0,0,0
37909676,Efficacy and Safety of Rimegepant for Migraine Patients: A Meta-analysis of Randomized Controlled Studies.,"Rimegepant may have some potential in treating migraine, and this meta-analysis aims to study the efficacy and safety of rimegepant for migraine patients. We have searched several databases including PubMed, Embase, Web of Science, EBSCO, and Cochrane Library databases and selected the randomized controlled trials comparing the efficacy of rimegepant versus placebo for migraine patients. This meta-analysis was conducted using the random- or fixed-effect model based on the heterogeneity. Three randomized controlled trials were included in this meta-analysis. Compared with placebo in migraine patients, rimegepant treatment was associated with substantially improved freedom from pain at 2 hours (odds ratio [OR], 2.10; 95% confidence interval [CI], 1.69-2.59; P < 0.00001), pain relief at 2 hours (OR, 1.93; 95% CI, 1.65 to 2.25; P < 0.00001), freedom from the most bothersome symptom at 2 hours (OR, 1.61; 95% CI, 1.35-1.91; P < 0.00001), ability to function normally at 2 hours (OR, 1.69; 95% CI, 1.42-2.01; P < 0.00001), sustained freedom from pain at 24 hours (OR, 2.88; 95% CI, 1.74-4.78; P < 0.0001), sustained pain relief at 24 hours (OR, 2.31; 95% CI, 1.96-2.72; P < 0.00001), and no rescue medication (OR, 2.42; 95% CI, 2.02-2.90; P < 0.00001) but showed no obvious impact on adverse events (OR, 1.27; 95% CI, 1.01-1.60; P = 0.04). Rimegepant may be effective and safe for the treatment of migraine patients.",1,1,0,1,0
38476099,"Pharmacokinetics and safety of erenumab in pediatric patients with migraine: A phase I, randomized, open-label, multiple-dose study.","Erenumab, a fully human monoclonal antibody targeting the calcitonin gene-related peptide receptor, is efficacious and safe for prevention of attacks of migraine in adults. This phase I, randomized, open-label, multiple-dose study evaluated the safety, tolerability, and pharmacokinetics (PK) of erenumab in children and adolescents with migraine. The initial treatment phase lasted 12 weeks, followed by an optional 40-week extension phase for adolescents. Primary end points were PK of erenumab, incidence of treatment-emergent adverse events (TEAEs), and changes in clinical and laboratory assessments. Participants received erenumab 35 mg (n = 4), 70 mg (n = 17), or 140 mg (n = 32) q4w. The mean age was 14.1 years. Of the 53 participants, 48 (90.6%) completed the initial treatment phase and 36 (67.9%) received erenumab during the extension phase. Mean exposures to erenumab based on the maximum observed concentration and the area under the drug concentration-time curve during the dosing interval increased approximately dose-proportionally. A total of 42 participants (79.2%) reported TEAEs (307.2 per 100 participant-years); and four (7.5%) reported serious TEAEs not considered treatment-related. The most common TEAEs were upper respiratory tract infection, headache, and vomiting. No clinically significant changes were reported in vital signs, electrocardiograms, and laboratory and neurological assessments. Overall, the observed PK profile of erenumab in children and adolescents with migraine is consistent with that in adults when body weight differences are taken into consideration. The safety profile of erenumab in children and adolescents is consistent with that in adults.",1,1,0,0,0
40388178,Efficacy and Safety of Eptinezumab in Episodic Cluster Headache: A Randomized Clinical Trial.,"Cluster headache, characterized by bouts of excruciating pain attacks, detrimentally affects health and quality of life. Eptinezumab is an anticalcitonin gene-related peptide monoclonal antibody approved for migraine prevention. To evaluate the efficacy and safety of eptinezumab in the preventive treatment of episodic cluster headache. This double-blind, placebo-controlled, randomized (1:1) clinical trial (Eptinezumab in Participants With Episodic Cluster Headache [ALLEVIATE]) was conducted between December 2020 and October 2023. Results are from the initial 4-week randomized phase. The study took place at 64 sites across Europe, the US, and Japan. Included were adults (aged 18-75 years) with a history of episodic cluster headache for 1 or more years (with bouts lasting ≥6 weeks when untreated) and previous acute and preventive medication use. Eptinezumab, 400 mg, or placebo (intravenous infusion). The primary end point was the change from baseline in the number of weekly attacks in weeks 1 to 2. Safety was assessed using treatment-emergent adverse events. Of 628 total participants screened, 320 entered the second screening period, and 231 met eligibility criteria. Of the 231 participants randomized (eptinezumab, n = 118; placebo, n = 113), 215 (93%) completed the placebo-controlled period. The participant mean (SD) age was 44 (11) years, and 178 of 229 were male (78%). At baseline, the mean (SD) weekly attacks were 15.2 (8.1) in the eptinezumab group and 15.7 (8.3) in the placebo group. There was no statistically significant difference between eptinezumab and placebo in the change from baseline in the number of weekly attacks over weeks 1 to 2 (least-squares mean [SE], -4.0 [0.93] vs -4.6 [0.89]; between-group difference, 0.7; 95% CI, -1.3 to 2.6; P = .50). More eptinezumab-treated participants achieved 50% or greater response vs placebo over week 2 (50.9% [54 of 106] vs 37.3% [41 of 110]; odds ratio [OR], 1.77; 95% CI, 1.03-3.07; P =.04), week 3 (62.5% [65 of 104] vs 43.8% [49 of 112]; OR, 2.26; 95% CI, 1.30-3.97; P =.004), and week 4 (66.7% [68 of 102] vs 50.5% [54 of 107]; OR, 2.14; 95% CI, 1.21-3.83; P =.009). Eptinezumab showed numerically larger improvements than placebo for 75% or greater response, average daily pain scores, and across other patient-reported outcomes. Treatment-emergent adverse events occurred in 25.0% of patients (28 of 112) receiving eptinezumab and 26.5% of patients (31 of 117) receiving placebo. Among adults with episodic cluster headache, eptinezumab did not significantly reduce the number of attacks vs placebo, although it was associated with numerically higher responder rates and improvements in average daily pain and patient-reported outcomes. Eptinezumab was generally well tolerated. ClinicalTrials.gov Identifier: NCT04688775.",1,1,0,1,0
